ProductID;Image;Image alt;Name;Tags;Base price;Final price;Description;Discount percent;Available only online;Virtual product;Cecha(Nazwa:Wartość:Pozycja:Indywidualne);Categories
13;/var/www/html/img/products/productImage13.jpg;Advanced Algorithms and Complexity;Advanced Algorithms and Complexity;Algorithms,Np-Completeness,Mathematics,Maximum Flow Problem,Linear Programming,Research and Design,Strategy and Operations,Linearity,Mathematical Theory & Analysis,Flow Network,Theoretical Computer Science,Operations Research;322;396.06;You've learned the basic algorithms now and are ready to step into the area of more complex problems and algorithms to solve them. Advanced algorithms build upon basic ones and use new ideas. We will start with networks flows which are used in more typical applications such as optimal matchings, finding disjoint paths and flight scheduling as well as more surprising ones like image segmentation in computer vision. We then proceed to linear programming with applications in optimizing budget allocation, portfolio optimization, finding the cheapest diet satisfying all requirements and many others. Next we discuss inherently hard problems for which no exact good solutions are known (and not likely to be found) and how to solve them in practice. We finish with a soft introduction to streaming algorithms that are heavily used in Big Data processing. Such algorithms are usually designed to be able to process huge datasets without being able even to store a dataset.;0;1;1;Długość kursu:24h:1|2;Other,Algorithms
14;/var/www/html/img/products/productImage14.jpg;Introdução à Ciência da Computação com Python Parte 1;Introdução à Ciência da Computação com Python Parte 1;Semantics,Algorithms,Statistical Programming,Python Syntax And Semantics,Syntax,Logic Programming,Program Logic,Computer Programming,Python Programming,Theoretical Computer Science,Mathematics,Logic,Mathematical Theory & Analysis,Computational Logic;411;505.53;Bem vindo ao curso de Introdução à Ciência da Computação destinado aos alunos regulares da Universidade de São Paulo e a todos os demais interessados em aprender não só a programar em Python mas também os conceitos básicos da Ciência da Computação!;0;1;1;Długość kursu:14h:1|2;Other,Algorithms
15;/var/www/html/img/products/productImage15.jpg;Computational Thinking for Problem Solving;Computational Thinking for Problem Solving;Supply Chain and Logistics,Algorithms,Microarchitecture,Computational Thinking,Python Programming,Statistical Programming,Programming Principles,Computer Programming,Theoretical Computer Science,Inventory Management,Machine Learning,Applied Machine Learning,Computer Architecture;44;54.120000000000005;Computational thinking is the process of approaching a problem in a systematic manner and creating and expressing a solution such that it can be carried out by a computer.  But you don't need to be a computer scientist to think like a computer scientist!  In fact, we encourage students from any field of study to take this course.  Many quantitative and data-centric problems can be solved using computational thinking and an understanding of computational thinking will give you a foundation for solving problems that have real-world, social impact.   ;10;1;1;Długość kursu:45h:1|2;Other,Algorithms
16;/var/www/html/img/products/productImage16.jpg;Databases and SQL for Data Science with Python;Databases and SQL for Data Science with Python;Database Application,Databases,Python Programming,Computer Programming,Statistical Programming,SQL,Database Administration,Data Management;201;247.23000000000002;Much of the world's data resides in databases. SQL (or Structured Query Language) is a powerful language which is used for communicating with and extracting data from databases. A working knowledge of databases and SQL is a must if you want to become a data scientist.;0;1;1;Długość kursu:10h:1|2;Other,SQL
17;/var/www/html/img/products/productImage17.jpg;Python Data Structures;Python Data Structures;Data Structures,Statistical Programming,Theoretical Computer Science,Python Programming,Computer Programming,Data Management;465;571.95;This course will introduce the core data structures of the Python programming language. We will move past the basics of procedural programming and explore how we can use the Python built-in data structures such as lists, dictionaries, and tuples to perform increasingly complex data analysis. This course will cover Chapters 6-10 of the textbook “Python for Everybody”.  This course covers Python 3.;0;1;1;Długość kursu:37h:1|2;Other
18;/var/www/html/img/products/productImage18.jpg;Python Project for Data Science;Python Project for Data Science;Web,Statistical Programming,Extract, Transform, Load,Computer Programming,Web Scraping,Python Programming,Data Management;20;24.6;This mini-course is intended to for you to demonstrate foundational Python skills for working with data. The completion of this course involves working on a hands-on project where you will develop a simple dashboard using Python.;10;1;1;Długość kursu:7h:1|2;Other
19;/var/www/html/img/products/productImage19.jpg;Data Analysis with Python;Data Analysis with Python;Statistical Programming,Data Mining,Analysis,Mathematical Theory & Analysis,Statistical Analysis,Regression,Modeling,Data Analysis,Probability & Statistics,Machine Learning,General Statistics,Econometrics,Correlation And Dependence,Python Programming,Exploratory Data Analysis,Computer Programming,Spreadsheet Software,Statistical Machine Learning,Data Management,Extract, Transform, Load,Algebra,Business Analysis,Computer Programming Tools;440;541.2;Learn how to analyze data using Python. This course will take you from the basics of Python to exploring many different types of data. You will learn how to prepare data for analysis, perform simple statistical analysis, create meaningful data visualizations, predict future trends from data, and more!;0;1;1;Długość kursu:5h:1|2;Other
20;/var/www/html/img/products/productImage20.jpg;Using Python to Interact with the Operating System;Using Python to Interact with the Operating System;Regular Expression,Unix Shells,Software Engineering,Unix,Bash (Unix Shell),Other Programming Languages,Statistical Programming,Computer Programming,Python Programming,Operating Systems,Software Testing;402;494.46000000000004;By the end of this course, you’ll be able to manipulate files and processes on your computer’s operating system. You’ll also have learned about regular expressions -- a very powerful tool for processing text files -- and you’ll get practice using the Linux command line on a virtual machine. And, this might feel like a stretch right now, but you’ll also write a program that processes a bunch of errors in an actual log file and then generates a summary file. That’s a super useful skill for IT Specialists to know.;0;1;1;Długość kursu:26h:1|2;Other
21;/var/www/html/img/products/productImage21.jpg;Using Python to Access Web Data;Using Python to Access Web Data;Web Development,Web Api,Python Programming,Computer Networking,Statistical Programming,Application Programming Interfaces,Javascript,Mathematics,Mathematical Theory & Analysis,Software Engineering,Software Architecture,Computer Programming,Extract, Transform, Load,Json,Web,Xml,Computational Logic,Programming Principles,Computer Programming Tools,Data Management;33;40.59;This course will show how one can treat the Internet as a source of data.  We will scrape, parse, and read web data as well as access data using web APIs.  We will work with HTML, XML, and JSON data formats in Python.  This course will cover Chapters 11-13 of the textbook “Python for Everybody”. To succeed in this course, you should be familiar with the material covered in Chapters 1-10 of the textbook and the first two courses in this specialization.  These topics include variables and expressions, conditional execution (loops, branching, and try/except), functions, Python data structures (strings, lists, dictionaries, and tuples), and manipulating files.  This course covers Python 3.;10;1;1;Długość kursu:40h:1|2;Other,Javascript
22;/var/www/html/img/products/productImage22.jpg;Data Visualization with Python;Data Visualization with Python;Data Visualization,Python Programming,General Statistics,Chart,Statistical Programming,Computer Programming,Map,Plot (Graphics),Statistical Visualization,Probability & Statistics,Matplotlib;54;66.42;A picture is worth a thousand words. We are all familiar with this expression. It especially applies when trying to explain the insight obtained from the analysis of increasingly large datasets. Data visualization plays an essential role in the representation of both small and large-scale data.;10;1;1;Długość kursu:37h:1|2;Other
23;/var/www/html/img/products/productImage23.jpg;Математика и Python для анализа данных;Математика и Python для анализа данных;Python Programming,Mathematics,Matplotlib,Probability & Statistics,Linearity,Linear Algebra,Statistical Programming,Probability,Computer Programming,Mathematical Theory & Analysis,Machine Learning,Numpy,Algebra,Scipy;292;359.15999999999997;Анализ данных и машинное обучение существенно опираются на результаты из математического анализа, линейной алгебры, методов оптимизации, теории вероятностей. Без фундаментальных знаний по этим наукам невозможно понимать, как устроены методы анализа данных. Задача этого курса — сформировать такой фундамент. Мы обойдёмся без сложных формул и доказательств и сделаем упор на интерпретации и понимании смысла математических понятий и объектов. ;0;1;1;Długość kursu:48h:1|2;Other
24;/var/www/html/img/products/productImage24.jpg;Introduction to Portfolio Construction and Analysis with Python;Introduction to Portfolio Construction and Analysis with Python;Finance,Data Analysis,Markov Model,Portfolio Construction,Investment Management,Probability & Statistics,Accounting,Statistical Programming,Python Programming,Financial Analysis,Computer Programming,Machine Learning,Investment,Business Analysis,Portfolio (Finance);384;472.32;The practice of investment management has been transformed in recent years by computational methods. This course provides an introduction to the underlying science, with the aim of giving you a thorough understanding of that scientific basis. However, instead of merely explaining the science, we help you build on that foundation in a practical manner, with an emphasis on the hands-on implementation of those ideas in the Python programming language. ;0;1;1;Długość kursu:20h:1|2;Other
25;/var/www/html/img/products/productImage25.jpg;Using Databases with Python;Using Databases with Python;Natural Language Processing,Database Application,Sqlite,SQL,Statistical Programming,Programming Principles,Python Programming,Computer Programming,Databases,Data Management,Database Administration;497;611.31;This course will introduce students to the basics of the Structured Query Language (SQL) as well as basic database design for storing data as part of a multi-step data gathering, analysis, and processing effort.  The course will use SQLite3 as its database.  We will also build web crawlers and multi-step data gathering and visualization processes.  We will use the D3.js library to do basic data visualization.  This course will cover Chapters 14-15 of the book “Python for Everybody”. To succeed in this course, you should be familiar with the material covered in Chapters 1-13 of the textbook and the first three courses in this specialization. This course covers Python 3.;0;1;1;Długość kursu:21h:1|2;Other,SQL
26;/var/www/html/img/products/productImage26.jpg;Погружение в Python;Погружение в Python;Python Syntax And Semantics,Software Testing,Semantics,Computer Programming,Statistical Programming,Python Programming,Software Engineering,Socket,Syntax;204;250.92000000000002;Python – простой, гибкий и невероятно популярный язык, который используется практически во всех областях современной разработки. С его помощью можно создавать веб-приложения, писать игры, заниматься анализом данных, автоматизировать задачи системного администрирования и многое другое. “Погружение в Python” читают разработчики, применяющие Python в проектах, которыми ежедневно пользуются миллионы людей. Курс покрывает все необходимые для ежедневной работы программиста темы, а также рассказывает про многие особенности языка, которые часто опускают при его изучении.;0;1;1;Długość kursu:2h:1|2;Other
27;/var/www/html/img/products/productImage27.jpg;Understanding and Visualizing Data with Python;Understanding and Visualizing Data with Python;Statistical Programming,Programming Principles,Data Analysis,Python Programming,Probability & Statistics,Data Visualization,Analysis,General Statistics,Computer Programming,Statistical Visualization;29;35.67;In this course, learners will be introduced to the field of statistics, including where data come from, study design, data management, and exploring and visualizing data. Learners will identify different types of data, and learn how to visualize, analyze, and interpret summaries for both univariate and multivariate data. Learners will also be introduced to the differences between probability and non-probability sampling from larger populations, the idea of how sample estimates vary, and how inferences can be made about larger populations based on probability sampling.;10;1;1;Długość kursu:6h:1|2;Other
28;/var/www/html/img/products/productImage28.jpg;Python Project for Data Engineering;Python Project for Data Engineering;Extract, Transform, Load,Statistical Programming,Computer Programming,Python Programming,Computer Programming Tools,Data Management;307;377.61;This mini-course is intended to apply foundational Python skills by implementing different techniques to collect and work with data. Assume the role of a Data Engineer and extract data from multiple file formats, transform it into specific datatypes, and then load it into a single source for analysis. Continue with the course and test your knowledge by implementing webscraping and extracting data with APIs all with the help of multiple hands-on labs. After completing this course you will have acquired the confidence to begin collecting large datasets from multiple sources and transform them into one primary source, or begin web scraping to gain valuable business insights all with the use of Python. ;0;1;1;Długość kursu:40h:1|2;Other
29;/var/www/html/img/products/productImage29.jpg;Problem Solving, Python Programming, and Video Games;Problem Solving, Python Programming, and Video Games;Natural Language Processing,Semantics,Algorithms,Experiment,Mathematics,Programming Principles,Software Testing,Syntax,Leadership and Management,Probability & Statistics,Computer Programming,Mathematical Theory & Analysis,Computer Program,Statistical Programming,Theoretical Computer Science,Python Programming,Entrepreneurship,Research and Design,Software Engineering,Computer Programming Tools,Machine Learning,Game Theory,Problem Solving,Computational Logic;254;312.42;This course is an introduction to computer science and programming in Python.  Upon successful completion of this course, you will be able to:;0;1;1;Długość kursu:43h:1|2;Other,Algorithms
30;/var/www/html/img/products/productImage30.jpg;Applied Plotting, Charting & Data Representation in Python;Applied Plotting, Charting & Data Representation in Python;Statistical Programming,Data Visualization,Python Programming,Computer Programming,Matplotlib;316;388.68;This course will introduce the learner to information visualization basics, with a focus on reporting and charting using the matplotlib library. The course will start with a design and information literacy perspective, touching on what makes a good and bad visualization, and what statistical measures translate into in terms of visualizations. The second week will focus on the technology used to make visualizations in python, matplotlib, and introduce users to best practices when creating basic charts and how to realize design decisions in the framework. The third week will be a tutorial of functionality available in matplotlib, and demonstrate a variety of basic statistical charts helping learners to identify when a particular method is good for a particular problem. The course will end with a discussion of other forms of structuring and visualizing data. ;0;1;1;Długość kursu:7h:1|2;Other
31;/var/www/html/img/products/productImage31.jpg;Capstone: Retrieving, Processing, and Visualizing Data with Python;Capstone: Retrieving, Processing, and Visualizing Data with Python;Computer Programming,Python Programming,Statistical Programming;417;512.91;In the capstone, students will build a series of applications to retrieve, process and visualize data using Python.   The projects will involve all the elements of the specialization.  In the first part of the capstone, students will do some visualizations to become familiar with the technologies in use and then will pursue their own project to visualize some other data that they have or can find.  Chapters 15 and 16 from the book “Python for Everybody” will serve as the backbone for the capstone. This course covers Python 3.;0;1;1;Długość kursu:22h:1|2;Other
32;/var/www/html/img/products/productImage32.jpg;用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1));用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1));Statistical Programming,Python Programming,Computer Programming;223;274.29;本系列課程從零開始，教授一般認為最適合初學者的程式語言「Python」，目標是讓大家在完成本課程之後，一方面獲得程式設計與運算思維的基本概念，一方面也能獨立寫出能解決運算問題的程式。本課程和一般程式設計課程最不同的地方，在於它是以解決商管領域的運算問題為導向，因此課程不會只含有質因數分解、紅球白球排列組合、三角不等式、萬年曆、數字排序等傳統程式設計課程的範例與作業，而是包含了生產、物流、存貨、投資、定價等問題，讓大家在學會程式設計的同時，也直接體會程式設計與資訊技術在商管領域的各種應用。;0;1;1;Długość kursu:41h:1|2;Other
33;/var/www/html/img/products/productImage33.jpg;Python for Genomic Data Science;Python for Genomic Data Science;Probability & Statistics,Biopython,Bioinformatics,Statistical Programming,Computer Programming,Python Programming;377;463.71000000000004;This class provides an introduction to the Python programming language and the iPython notebook. This is the third course in the Genomic Big Data Science Specialization from Johns Hopkins University.;0;1;1;Długość kursu:10h:1|2;Other
34;/var/www/html/img/products/productImage34.jpg;Applied Machine Learning in Python;Applied Machine Learning in Python;Natural Language Processing,Algorithms,Regression,Python Programming,Probability & Statistics,General Statistics,Statistical Programming,Scikit-Learn,Machine Learning Algorithms,Econometrics,Theoretical Computer Science,Computer Programming,Machine Learning,Applied Machine Learning;445;547.35;This course will introduce the learner to applied machine learning, focusing more on the techniques and methods than on the statistics behind these methods. The course will start with a discussion of how machine learning is different than descriptive statistics, and introduce the scikit learn toolkit through a tutorial. The issue of dimensionality of data will be discussed, and the task of clustering data, as well as evaluating those clusters, will be tackled. Supervised approaches for creating predictive models will be described, and learners will be able to apply the scikit learn predictive modelling methods while understanding process issues related to data generalizability (e.g. cross validation, overfitting). The course will end with a look at more advanced techniques, such as building ensembles, and practical limitations of predictive models. By the end of this course, students will be able to identify the difference between a supervised (classification) and unsupervised (clustering) technique, identify which technique they need to apply for a particular dataset and need, engineer features to meet that need, and write python code to carry out an analysis. ;0;1;1;Długość kursu:46h:1|2;Other,Algorithms
35;/var/www/html/img/products/productImage35.jpg;Python Functions, Files, and Dictionaries;Python Functions, Files, and Dictionaries;Mathematics,Sorting,Statistical Programming,Euler'S Totient Function,Python Programming,Computer Programming,Algebra;86;105.78;This course introduces the dictionary data structure and user-defined functions. You’ll learn about local and global variables, optional and keyword parameter-passing, named functions and lambda expressions. You’ll also learn about Python’s sorted function and how to control the order in which it sorts by passing in another function as an input. For your final project, you’ll read in simulated social media data from a file, compute sentiment scores, and write out .csv files. It covers chapters 10-16 of the textbook “Fundamentals of Python Programming,” which is the accompanying text (optional and free) for this course.;10;1;1;Długość kursu:8h:1|2;Other
36;/var/www/html/img/products/productImage36.jpg;Data Analysis Using Python;Data Analysis Using Python;Statistical Programming,Analysis,Computer Programming,Data Analysis,Python Programming;31;38.13;This course provides an introduction to basic data science techniques using Python.  Students are introduced to core concepts like Data Frames and joining data, and learn how to use data analysis libraries like pandas, numpy, and matplotlib.  This course provides an overview of loading, inspecting, and querying real-world data, and how to answer basic questions about that data.  Students will gain skills in data aggregation and summarization, as well as basic data visualization.;10;1;1;Długość kursu:40h:1|2;Other
37;/var/www/html/img/products/productImage37.jpg;Foundations of Data Science: K-Means Clustering in Python;Foundations of Data Science: K-Means Clustering in Python;Algorithms,Python Programming,Statistical Programming,General Statistics,K-Means Clustering,Computer Programming,Theoretical Computer Science,Data Clustering Algorithms,Probability & Statistics,Machine Learning;230;282.9;Organisations all around the world are using data to predict behaviours and extract valuable real-world insights to inform decisions. Managing and analysing big data has become an essential part of modern finance, retail, marketing, social science, development and research, medicine and government.;0;1;1;Długość kursu:27h:1|2;Other,Algorithms
38;/var/www/html/img/products/productImage38.jpg;Inferential Statistical Analysis with Python;Inferential Statistical Analysis with Python;Experiment,Statistical Hypothesis Testing,Statistical Inference,Confidence Interval,Inference,Statistical Analysis,Python Programming,General Statistics,Hypothesis,Data Analysis,Confidence,Statistical Programming,Computer Programming,Hypothesis Testing,Statistical Tests,Probability & Statistics,Business Analysis;164;201.72;In this course, we will explore basic principles behind using data for estimation and for assessing theories. We will analyze both categorical data and quantitative data, starting with one population techniques and expanding to handle comparisons of two populations. We will learn how to construct confidence intervals. We will also use sample data to assess whether or not a theory about the value of a parameter is consistent with the data. A major focus will be on interpreting inferential results appropriately.  ;0;1;1;Długość kursu:46h:1|2;Other
39;/var/www/html/img/products/productImage39.jpg;Python Programming Essentials;Python Programming Essentials;Semantics,Python Syntax And Semantics,Mathematics,Syntax,Python Programming,Statistical Programming,Computer Programming;363;446.49;This course will introduce you to the wonderful world of Python programming!  We'll learn about the essential elements of programming and how to construct basic Python programs. We will cover expressions, variables, functions, logic, and conditionals, which are foundational concepts in computer programming. We will also teach you how to use Python modules, which enable you to benefit from the vast array of functionality that is already a part of the Python language. These concepts and skills will help you to begin to think like a computer programmer and to understand how to go about writing Python programs.;0;1;1;Długość kursu:6h:1|2;Other
40;/var/www/html/img/products/productImage40.jpg;Advanced Portfolio Construction and Analysis with Python;Advanced Portfolio Construction and Analysis with Python;Finance,Risk,Covariance,Data Analysis,Portfolio Construction,Investment Management,Risk Management,Probability & Statistics,Computer Programming,Python Programming,Statistical Programming,Accounting,Financial Analysis,Expected Return,Business Analysis;408;501.84000000000003;The practice of investment management has been transformed in recent years by computational methods. Instead of merely explaining the science, we help you build on that foundation in a practical manner, with an emphasis on the hands-on implementation of those ideas in the Python programming language. In this course, we cover the estimation, of risk and return parameters for meaningful portfolio decisions, and also introduce a variety of state-of-the-art portfolio construction techniques that have proven popular in investment management and portfolio construction due to their enhanced robustness.;0;1;1;Długość kursu:43h:1|2;Other
41;/var/www/html/img/products/productImage41.jpg;Data Collection and Processing with Python;Data Collection and Processing with Python;Software Engineering,Application Programming Interfaces,Web,Python Programming,Theoretical Computer Science,Computer Programming;57;70.11;This course teaches you to fetch and process data from services on the Internet. It covers Python list comprehensions and provides opportunities to practice extracting from and processing deeply nested data. You'll also learn how to use the Python requests module to interact with REST APIs and what to look for in documentation of those APIs. For the final project, you will construct a “tag recommender” for the flickr photo sharing site.;10;1;1;Długość kursu:22h:1|2;Other
42;/var/www/html/img/products/productImage42.jpg;ООП и паттерны проектирования в Python;ООП и паттерны проектирования в Python;Systems Design,Software Testing,System Programming,Programming Principles,Software Framework,Object-Oriented Programming,Statistical Programming,Software Engineering,Python Programming,Design Pattern,Design and Product,Operating Systems,Software Architecture,Theoretical Computer Science,Product Design,Application Development,Machine Learning,Computer Programming;110;135.3;Курс возводит слушателя от написания простых конкретных классов к профессиональному конструированию приложения в объектно-ориентированной парадигме. Паттерны проектирования позволяют шагнуть за пределы простого использования синтаксических конструкций языка. Вы научитесь писать красиво и элегантно, будете использовать проверенные временем концепции и создавать масштабируемые программы. Использование паттернов проектирования является признаком профессионализма программиста.	;0;1;1;Długość kursu:11h:1|2;Other
43;/var/www/html/img/products/productImage43.jpg;Python Project for AI & Application Development;Python Project for AI & Application Development;Web Development,Statistical Programming,Theoretical Computer Science,Software Engineering,Software Testing,Systems Design,Computer Programming,Python Programming,Operating Systems,Codebase,Cloud Computing;47;57.81;This mini-course is intended to apply foundational Python skills by implementing different techniques to develop applications and AI powered solutions. Assume the role of a developer and unit test and package an application with the help of multiple hands-on labs. After completing this course you will have acquired the confidence to begin developing AI enabled applications using Python, build and run unit tests, and package the application for distribution.;10;1;1;Długość kursu:6h:1|2;Other
44;/var/www/html/img/products/productImage44.jpg;Automating Real-World Tasks with Python;Automating Real-World Tasks with Python;Build Automation,Python Libraries,Python Imaging Library,Python Programming,Statistical Programming,Computer Programming,Software Engineering,Computer Programming Tools;190;233.7;In the final course, we'll tie together the concepts that you’ve learned up until now. You'll tackle real-world scenarios in Qwiklabs that will challenge you to use multiple skills at once.;0;1;1;Długość kursu:40h:1|2;Other
