ProductID;Image;Image alt;Name;Tags;Base price;Final price;Description;Discount percent;Available only online;Virtual product;Cecha(Nazwa:Wartość:Pozycja:Indywidualne);Categories
12;/var/www/html/img/products/productImage11.jpg;用Python玩转数据 Data Processing Using Python;用Python玩转数据 Data Processing Using Python;Statistical Programming,Big Data,Computer Programming,Data Analysis,Data Management,Python Programming;29;35.67;本课程 (Please click https://www.coursera.org/learn/python-data-processing for English version) 主要面向非计算机专业学生，从Python基本语法开始，到Python中如何从本地和网络上进行数据获取，如何解析和表示数据，再到如何利用Python开源生态系统SciPy对数据进行基础和高级的统计分析及可视化，包括数据探索和预处理的具体方法，到最后如何设计一个简单的GUI界面来表示和处理数据，层层推进。;10;1;1;Długość kursu:40h:1|2;Other
13;/var/www/html/img/products/productImage12.jpg;Introduction to Data Science in Python;Introduction to Data Science in Python;Analysis,Pandas,Statistical Programming,Mathematical Theory & Analysis,Mathematics,Programming Principles,Theoretical Computer Science,Computational Logic,Extract, Transform, Load,Data Analysis,Data Management,Numpy,Computer Programming,Python Programming;138;169.74;This course will introduce the learner to the basics of the python programming environment, including fundamental python programming techniques such as lambdas, reading and manipulating csv files, and the numpy library. The course will introduce data manipulation and cleaning techniques using the popular python pandas data science library and introduce the abstraction of the Series and DataFrame as the central data structures for data analysis, along with tutorials on how to use functions such as groupby, merge, and pivot tables effectively. By the end of this course, students will be able to take tabular data, clean it, manipulate it, and run basic inferential statistical analyses. ;0;1;1;Długość kursu:47h:1|2;Other
14;/var/www/html/img/products/productImage13.jpg;Learn to Program: The Fundamentals;Learn to Program: The Fundamentals;Statistical Programming,Leadership and Management,Entrepreneurship,Semantics,Problem Solving,Strategy and Operations,Business Analysis,Critical Thinking,Research and Design,Syntax,Python Syntax And Semantics,Computer Programming,Language,Python Programming;52;63.96;Behind every mouse click and touch-screen tap, there is a computer program that makes things happen. This course introduces the fundamental building blocks of programming and teaches you how to write fun and useful programs using the Python language.;10;1;1;Długość kursu:45h:1|2;Other
15;/var/www/html/img/products/productImage14.jpg;Advanced Algorithms and Complexity;Advanced Algorithms and Complexity;Linear Programming,Research and Design,Mathematical Theory & Analysis,Theoretical Computer Science,Maximum Flow Problem,Mathematics,Operations Research,Strategy and Operations,Algorithms,Flow Network,Np-Completeness,Linearity;368;452.64;You've learned the basic algorithms now and are ready to step into the area of more complex problems and algorithms to solve them. Advanced algorithms build upon basic ones and use new ideas. We will start with networks flows which are used in more typical applications such as optimal matchings, finding disjoint paths and flight scheduling as well as more surprising ones like image segmentation in computer vision. We then proceed to linear programming with applications in optimizing budget allocation, portfolio optimization, finding the cheapest diet satisfying all requirements and many others. Next we discuss inherently hard problems for which no exact good solutions are known (and not likely to be found) and how to solve them in practice. We finish with a soft introduction to streaming algorithms that are heavily used in Big Data processing. Such algorithms are usually designed to be able to process huge datasets without being able even to store a dataset.;0;1;1;Długość kursu:3h:1|2;Algorithms
16;/var/www/html/img/products/productImage15.jpg;Introdução à Ciência da Computação com Python Parte 1;Introdução à Ciência da Computação com Python Parte 1;Statistical Programming,Computational Logic,Mathematics,Algorithms,Semantics,Mathematical Theory & Analysis,Logic,Python Syntax And Semantics,Syntax,Python Programming,Computer Programming,Theoretical Computer Science;291;357.93;Bem vindo ao curso de Introdução à Ciência da Computação destinado aos alunos regulares da Universidade de São Paulo e a todos os demais interessados em aprender não só a programar em Python mas também os conceitos básicos da Ciência da Computação!;0;1;1;Długość kursu:10h:1|2;Algorithms
17;/var/www/html/img/products/productImage16.jpg;Computational Thinking for Problem Solving;Computational Thinking for Problem Solving;Machine Learning,Statistical Programming,Theoretical Computer Science,Inventory Management,Programming Principles,Applied Machine Learning,Computational Thinking,Algorithms,Python Programming,Computer Programming,Supply Chain and Logistics,Pseudocode,Microarchitecture,Computer Architecture;486;597.78;Computational thinking is the process of approaching a problem in a systematic manner and creating and expressing a solution such that it can be carried out by a computer.  But you don't need to be a computer scientist to think like a computer scientist!  In fact, we encourage students from any field of study to take this course.  Many quantitative and data-centric problems can be solved using computational thinking and an understanding of computational thinking will give you a foundation for solving problems that have real-world, social impact.   ;0;1;1;Długość kursu:14h:1|2;Algorithms
18;/var/www/html/img/products/productImage17.jpg;Python Data Structures;Python Data Structures;Statistical Programming,Theoretical Computer Science,Python Programming,Computer Programming,Data Structures,Data Management;493;606.39;This course will introduce the core data structures of the Python programming language. We will move past the basics of procedural programming and explore how we can use the Python built-in data structures such as lists, dictionaries, and tuples to perform increasingly complex data analysis. This course will cover Chapters 6-10 of the textbook “Python for Everybody”.  This course covers Python 3.;0;1;1;Długość kursu:42h:1|2;Other
19;/var/www/html/img/products/productImage18.jpg;Databases and SQL for Data Science with Python;Databases and SQL for Data Science with Python;Statistical Programming,SQL,Databases,Python Programming,Data Management,Database Application,Database Administration,Computer Programming;137;168.51;Much of the world's data resides in databases. SQL (or Structured Query Language) is a powerful language which is used for communicating with and extracting data from databases. A working knowledge of databases and SQL is a must if you want to become a data scientist.;0;1;1;Długość kursu:14h:1|2;SQL
20;/var/www/html/img/products/productImage19.jpg;Python Project for Data Science;Python Project for Data Science;Python Programming,Web Scraping,Web,Statistical Programming,Extract, Transform, Load,Data Management,Computer Programming;207;254.61;This mini-course is intended to for you to demonstrate foundational Python skills for working with data. The completion of this course involves working on a hands-on project where you will develop a simple dashboard using Python.;0;1;1;Długość kursu:8h:1|2;Other
21;/var/www/html/img/products/productImage20.jpg;Data Analysis with Python;Data Analysis with Python;Statistical Analysis,Econometrics,Mathematical Theory & Analysis,Algebra,Computer Programming Tools,Extract, Transform, Load,Data Analysis,Regression,Modeling,Exploratory Data Analysis,Statistical Machine Learning,Correlation And Dependence,Business Analysis,Machine Learning,Data Management,Statistical Programming,Python Programming,Probability & Statistics,Analysis,Spreadsheet Software,General Statistics,Data Mining,Computer Programming;152;186.96;Learn how to analyze data using Python. This course will take you from the basics of Python to exploring many different types of data. You will learn how to prepare data for analysis, perform simple statistical analysis, create meaningful data visualizations, predict future trends from data, and more!;0;1;1;Długość kursu:34h:1|2;Other
22;/var/www/html/img/products/productImage21.jpg;Using Python to Interact with the Operating System;Using Python to Interact with the Operating System;Unix Shells,Statistical Programming,Unix,Python Programming,Software Testing,Software Engineering,Regular Expression,Bash (Unix Shell),Other Programming Languages,Operating Systems,Computer Programming;272;334.56;By the end of this course, you’ll be able to manipulate files and processes on your computer’s operating system. You’ll also have learned about regular expressions -- a very powerful tool for processing text files -- and you’ll get practice using the Linux command line on a virtual machine. And, this might feel like a stretch right now, but you’ll also write a program that processes a bunch of errors in an actual log file and then generates a summary file. That’s a super useful skill for IT Specialists to know.;0;1;1;Długość kursu:21h:1|2;Other
23;/var/www/html/img/products/productImage22.jpg;Using Python to Access Web Data;Using Python to Access Web Data;Computer Networking,Web Api,Application Programming Interfaces,Json,Web,Web Development,Statistical Programming,Programming Principles,Xml,Computer Programming,Software Engineering,Extract, Transform, Load,Software Architecture,Mathematics,Computational Logic,Mathematical Theory & Analysis,Computer Programming Tools,Data Management,Python Programming,Javascript;204;250.92000000000002;This course will show how one can treat the Internet as a source of data.  We will scrape, parse, and read web data as well as access data using web APIs.  We will work with HTML, XML, and JSON data formats in Python.  This course will cover Chapters 11-13 of the textbook “Python for Everybody”. To succeed in this course, you should be familiar with the material covered in Chapters 1-10 of the textbook and the first two courses in this specialization.  These topics include variables and expressions, conditional execution (loops, branching, and try/except), functions, Python data structures (strings, lists, dictionaries, and tuples), and manipulating files.  This course covers Python 3.;0;1;1;Długość kursu:33h:1|2;Javascript
24;/var/www/html/img/products/productImage23.jpg;Data Visualization with Python;Data Visualization with Python;Statistical Programming,Map,General Statistics,Data Visualization,Statistical Visualization,Plot (Graphics),Chart,Python Programming,Computer Programming,Probability & Statistics,Matplotlib;435;535.05;"""A picture is worth a thousand words"". We are all familiar with this expression. It especially applies when trying to explain the insight obtained from the analysis of increasingly large datasets. Data visualization plays an essential role in the representation of both small and large-scale data.";0;1;1;Długość kursu:35h:1|2;Other
25;/var/www/html/img/products/productImage24.jpg;Математика и Python для анализа данных;Математика и Python для анализа данных;Linearity,Matplotlib,Mathematical Theory & Analysis,Machine Learning,Statistical Programming,Mathematics,Linear Algebra,Numpy,Scipy,Algebra,Python Programming,Computer Programming,Probability & Statistics;428;526.44;Анализ данных и машинное обучение существенно опираются на результаты из математического анализа, линейной алгебры, методов оптимизации, теории вероятностей. Без фундаментальных знаний по этим наукам невозможно понимать, как устроены методы анализа данных. Задача этого курса — сформировать такой фундамент. Мы обойдёмся без сложных формул и доказательств и сделаем упор на интерпретации и понимании смысла математических понятий и объектов. ;0;1;1;Długość kursu:37h:1|2;Other
26;/var/www/html/img/products/productImage25.jpg;Introduction to Portfolio Construction and Analysis with Python;Introduction to Portfolio Construction and Analysis with Python;Probability & Statistics,Markov Model,Investment,Machine Learning,Portfolio (Finance),Statistical Programming,Data Analysis,Accounting,Financial Analysis,Investment Management,Computer Programming,Python Programming,Finance,Business Analysis,Portfolio Construction;234;287.82;The practice of investment management has been transformed in recent years by computational methods. This course provides an introduction to the underlying science, with the aim of giving you a thorough understanding of that scientific basis. However, instead of merely explaining the science, we help you build on that foundation in a practical manner, with an emphasis on the hands-on implementation of those ideas in the Python programming language. ;0;1;1;Długość kursu:6h:1|2;Other
27;/var/www/html/img/products/productImage26.jpg;Погружение в Python;Погружение в Python;Statistical Programming,Coroutine,Python Programming,Software Engineering,Semantics,Syntax,Computer Programming,Software Testing,Python Syntax And Semantics,Socket;95;116.85;Python – простой, гибкий и невероятно популярный язык, который используется практически во всех областях современной разработки. С его помощью можно создавать веб-приложения, писать игры, заниматься анализом данных, автоматизировать задачи системного администрирования и многое другое. “Погружение в Python” читают разработчики, применяющие Python в проектах, которыми ежедневно пользуются миллионы людей. Курс покрывает все необходимые для ежедневной работы программиста темы, а также рассказывает про многие особенности языка, которые часто опускают при его изучении.;10;1;1;Długość kursu:47h:1|2;Other
28;/var/www/html/img/products/productImage27.jpg;Using Databases with Python;Using Databases with Python;Statistical Programming,Natural Language Processing,Databases,Programming Principles,SQL,Python Programming,Sqlite,Data Management,Database Administration,Database Application,Computer Programming;356;437.88;This course will introduce students to the basics of the Structured Query Language (SQL) as well as basic database design for storing data as part of a multi-step data gathering, analysis, and processing effort.  The course will use SQLite3 as its database.  We will also build web crawlers and multi-step data gathering and visualization processes.  We will use the D3.js library to do basic data visualization.  This course will cover Chapters 14-15 of the book “Python for Everybody”. To succeed in this course, you should be familiar with the material covered in Chapters 1-13 of the textbook and the first three courses in this specialization. This course covers Python 3.;0;1;1;Długość kursu:4h:1|2;SQL
29;/var/www/html/img/products/productImage28.jpg;Understanding and Visualizing Data with Python;Understanding and Visualizing Data with Python;Statistical Programming,Data Visualization,Programming Principles,Computer Programming,Data Analysis,Statistical Visualization,Python Programming,Analysis,Probability & Statistics,General Statistics;22;27.060000000000002;In this course, learners will be introduced to the field of statistics, including where data come from, study design, data management, and exploring and visualizing data. Learners will identify different types of data, and learn how to visualize, analyze, and interpret summaries for both univariate and multivariate data. Learners will also be introduced to the differences between probability and non-probability sampling from larger populations, the idea of how sample estimates vary, and how inferences can be made about larger populations based on probability sampling.;10;1;1;Długość kursu:3h:1|2;Other
30;/var/www/html/img/products/productImage29.jpg;Foundations of Data Science: K-Means Clustering in Python;Foundations of Data Science: K-Means Clustering in Python;Machine Learning,Statistical Programming,Theoretical Computer Science,Computer Programming,Algorithms,General Statistics,Python Programming,Probability & Statistics,K-Means Clustering,Data Clustering Algorithms;495;608.85;Organisations all around the world are using data to predict behaviours and extract valuable real-world insights to inform decisions. Managing and analysing big data has become an essential part of modern finance, retail, marketing, social science, development and research, medicine and government.;0;1;1;Długość kursu:2h:1|2;Algorithms
31;/var/www/html/img/products/productImage30.jpg;Python Project for Data Engineering;Python Project for Data Engineering;Statistical Programming,Extract, Transform, Load,Computer Programming,Python Programming,Data Management,Computer Programming Tools;409;503.07;This mini-course is intended to apply foundational Python skills by implementing different techniques to collect and work with data. Assume the role of a Data Engineer and extract data from multiple file formats, transform it into specific datatypes, and then load it into a single source for analysis. Continue with the course and test your knowledge by implementing webscraping and extracting data with APIs all with the help of multiple hands-on labs. After completing this course you will have acquired the confidence to begin collecting large datasets from multiple sources and transform them into one primary source, or begin web scraping to gain valuable business insights all with the use of Python. ;0;1;1;Długość kursu:3h:1|2;Other
32;/var/www/html/img/products/productImage31.jpg;Python for Genomic Data Science;Python for Genomic Data Science;Probability & Statistics,Statistical Programming,Python Programming,Bioinformatics,Biopython,Computer Programming;270;332.1;This class provides an introduction to the Python programming language and the iPython notebook. This is the third course in the Genomic Big Data Science Specialization from Johns Hopkins University.;0;1;1;Długość kursu:24h:1|2;Other
33;/var/www/html/img/products/productImage32.jpg;Capstone: Retrieving, Processing, and Visualizing Data with Python;Capstone: Retrieving, Processing, and Visualizing Data with Python;Statistical Programming,Python Programming,Computer Programming;291;357.93;In the capstone, students will build a series of applications to retrieve, process and visualize data using Python.   The projects will involve all the elements of the specialization.  In the first part of the capstone, students will do some visualizations to become familiar with the technologies in use and then will pursue their own project to visualize some other data that they have or can find.  Chapters 15 and 16 from the book “Python for Everybody” will serve as the backbone for the capstone. This course covers Python 3.;0;1;1;Długość kursu:50h:1|2;Other
34;/var/www/html/img/products/productImage33.jpg;Problem Solving, Python Programming, and Video Games;Problem Solving, Python Programming, and Video Games;Software Testing,Research and Design,Theoretical Computer Science,Entrepreneurship,Mathematical Theory & Analysis,Machine Learning,Application Development,Game Theory,Experiment,Leadership and Management,Computational Logic,Statistical Programming,Problem Solving,Mathematics,Probability & Statistics,Algorithms,Natural Language Processing,Programming Principles,Computer Programming,Product Design,Semantics,Design and Product,Software Engineering,Computer Programming Tools,Python Programming,Computer Program,Syntax;53;65.19;This course is an introduction to computer science and programming in Python.  Upon successful completion of this course, you will be able to:;10;1;1;Długość kursu:35h:1|2;Algorithms
35;/var/www/html/img/products/productImage34.jpg;Data Analysis Using Python;Data Analysis Using Python;Statistical Programming,Data Analysis,Analysis,Computer Programming,Python Programming;248;305.04;This course provides an introduction to basic data science techniques using Python.  Students are introduced to core concepts like Data Frames and joining data, and learn how to use data analysis libraries like pandas, numpy, and matplotlib.  This course provides an overview of loading, inspecting, and querying real-world data, and how to answer basic questions about that data.  Students will gain skills in data aggregation and summarization, as well as basic data visualization.;0;1;1;Długość kursu:21h:1|2;Other
36;/var/www/html/img/products/productImage35.jpg;用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1));用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1));Statistical Programming,Computer Programming,Python Programming;62;76.26;本系列課程從零開始，教授一般認為最適合初學者的程式語言「Python」，目標是讓大家在完成本課程之後，一方面獲得程式設計與運算思維的基本概念，一方面也能獨立寫出能解決運算問題的程式。本課程和一般程式設計課程最不同的地方，在於它是以解決商管領域的運算問題為導向，因此課程不會只含有質因數分解、紅球白球排列組合、三角不等式、萬年曆、數字排序等傳統程式設計課程的範例與作業，而是包含了生產、物流、存貨、投資、定價等問題，讓大家在學會程式設計的同時，也直接體會程式設計與資訊技術在商管領域的各種應用。;10;1;1;Długość kursu:4h:1|2;Other
37;/var/www/html/img/products/productImage36.jpg;Applied Plotting, Charting & Data Representation in Python;Applied Plotting, Charting & Data Representation in Python;Statistical Programming,Data Visualization,Matplotlib,Computer Programming,Python Programming;433;532.59;This course will introduce the learner to information visualization basics, with a focus on reporting and charting using the matplotlib library. The course will start with a design and information literacy perspective, touching on what makes a good and bad visualization, and what statistical measures translate into in terms of visualizations. The second week will focus on the technology used to make visualizations in python, matplotlib, and introduce users to best practices when creating basic charts and how to realize design decisions in the framework. The third week will be a tutorial of functionality available in matplotlib, and demonstrate a variety of basic statistical charts helping learners to identify when a particular method is good for a particular problem. The course will end with a discussion of other forms of structuring and visualizing data. ;0;1;1;Długość kursu:5h:1|2;Other
38;/var/www/html/img/products/productImage37.jpg;Applied Machine Learning in Python;Applied Machine Learning in Python;Theoretical Computer Science,Statistical Programming,Econometrics,Algorithms,Computer Programming,Scikit-Learn,Regression,General Statistics,Machine Learning,Machine Learning Algorithms,Natural Language Processing,Probability & Statistics,Python Programming,Applied Machine Learning;206;253.38;This course will introduce the learner to applied machine learning, focusing more on the techniques and methods than on the statistics behind these methods. The course will start with a discussion of how machine learning is different than descriptive statistics, and introduce the scikit learn toolkit through a tutorial. The issue of dimensionality of data will be discussed, and the task of clustering data, as well as evaluating those clusters, will be tackled. Supervised approaches for creating predictive models will be described, and learners will be able to apply the scikit learn predictive modelling methods while understanding process issues related to data generalizability (e.g. cross validation, overfitting). The course will end with a look at more advanced techniques, such as building ensembles, and practical limitations of predictive models. By the end of this course, students will be able to identify the difference between a supervised (classification) and unsupervised (clustering) technique, identify which technique they need to apply for a particular dataset and need, engineer features to meet that need, and write python code to carry out an analysis. ;0;1;1;Długość kursu:6h:1|2;Algorithms
39;/var/www/html/img/products/productImage38.jpg;Python Functions, Files, and Dictionaries;Python Functions, Files, and Dictionaries;Python Programming,Euler'S Totient Function,Statistical Programming,Algebra,Mathematics,Sorting,Computer Programming;149;183.27;This course introduces the dictionary data structure and user-defined functions. You’ll learn about local and global variables, optional and keyword parameter-passing, named functions and lambda expressions. You’ll also learn about Python’s sorted function and how to control the order in which it sorts by passing in another function as an input. For your final project, you’ll read in simulated social media data from a file, compute sentiment scores, and write out .csv files. It covers chapters 10-16 of the textbook “Fundamentals of Python Programming,” which is the accompanying text (optional and free) for this course.;0;1;1;Długość kursu:35h:1|2;Other
40;/var/www/html/img/products/productImage39.jpg;Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript;Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript;Computer Graphics,Statistical Programming,Computational Thinking,Programming Principles,Theoretical Computer Science,Computer-Aided Design,Data Management,Design and Product,Python Programming,Data Structures,Computer Programming;25;30.75;Why should a designer learn to code?;10;1;1;Długość kursu:8h:1|2;Other
41;/var/www/html/img/products/productImage40.jpg;Inferential Statistical Analysis with Python;Inferential Statistical Analysis with Python;Statistical Analysis,Experiment,Confidence Interval,Statistical Programming,Confidence,Probability & Statistics,General Statistics,Data Analysis,Statistical Tests,Statistical Hypothesis Testing,Business Analysis,Inference,Hypothesis Testing,Statistical Inference,Computer Programming,Hypothesis,Python Programming;155;190.65;In this course, we will explore basic principles behind using data for estimation and for assessing theories. We will analyze both categorical data and quantitative data, starting with one population techniques and expanding to handle comparisons of two populations. We will learn how to construct confidence intervals. We will also use sample data to assess whether or not a theory about the value of a parameter is consistent with the data. A major focus will be on interpreting inferential results appropriately.  ;0;1;1;Długość kursu:36h:1|2;Other
42;/var/www/html/img/products/productImage41.jpg;Python Project for AI & Application Development;Python Project for AI & Application Development;Computer Programming,Operating Systems,Statistical Programming,Theoretical Computer Science,Systems Design,Software Engineering,Web Development,Cloud Computing,Software Testing,Python Programming;370;455.1;This mini-course is intended to apply foundational Python skills by implementing different techniques to develop applications and AI powered solutions. Assume the role of a developer and unit test and package an application with the help of multiple hands-on labs. After completing this course you will have acquired the confidence to begin developing AI enabled applications using Python, build and run unit tests, and package the application for distribution.;0;1;1;Długość kursu:8h:1|2;Other
43;/var/www/html/img/products/productImage42.jpg;Data Collection and Processing with Python;Data Collection and Processing with Python;Application Programming Interfaces,Web,Software Engineering,Theoretical Computer Science,Python Programming,Computer Programming;351;431.73;This course teaches you to fetch and process data from services on the Internet. It covers Python list comprehensions and provides opportunities to practice extracting from and processing deeply nested data. You'll also learn how to use the Python requests module to interact with REST APIs and what to look for in documentation of those APIs. For the final project, you will construct a “tag recommender” for the flickr photo sharing site.;0;1;1;Długość kursu:24h:1|2;Other
44;/var/www/html/img/products/productImage43.jpg;Advanced Portfolio Construction and Analysis with Python;Advanced Portfolio Construction and Analysis with Python;Expected Return,Investment Management,Statistical Programming,Accounting,Data Analysis,Financial Analysis,Finance,Portfolio Construction,Business Analysis,Risk Management,Probability & Statistics,Computer Programming,Python Programming,Risk;495;608.85;The practice of investment management has been transformed in recent years by computational methods. Instead of merely explaining the science, we help you build on that foundation in a practical manner, with an emphasis on the hands-on implementation of those ideas in the Python programming language. In this course, we cover the estimation, of risk and return parameters for meaningful portfolio decisions, and also introduce a variety of state-of-the-art portfolio construction techniques that have proven popular in investment management and portfolio construction due to their enhanced robustness.;0;1;1;Długość kursu:20h:1|2;Other
45;/var/www/html/img/products/productImage44.jpg;Automating Real-World Tasks with Python;Automating Real-World Tasks with Python;Build Automation,Statistical Programming,Python Imaging Library,Software Engineering,Computer Programming Tools,Computer Programming,Python Programming;190;233.7;In the final course, we'll tie together the concepts that you’ve learned up until now. You'll tackle real-world scenarios in Qwiklabs that will challenge you to use multiple skills at once.;0;1;1;Długość kursu:7h:1|2;Other
46;/var/www/html/img/products/productImage45.jpg;An Introduction to Interactive Programming in Python (Part 1);An Introduction to Interactive Programming in Python (Part 1);Statistical Programming,Semantics,Mathematics,Computer Programming,Python Programming,Syntax,Python Syntax And Semantics;21;25.83;This two-part course is designed to help students with very little or no computing background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is used in many of the computational courses offered on Coursera. To make learning Python easy, we have developed a new browser-based programming environment that makes developing interactive applications in Python simple. These applications will involve windows whose contents are graphical and respond to buttons, the keyboard and the mouse.;10;1;1;Długość kursu:41h:1|2;Other
